method,side,edge,from,to,t,on,action,initial
equipment-joint-central-exact,electric,10,8,9,3,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,4,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,5,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,6,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,7,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,8,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,9,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,10,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,11,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,12,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,13,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,14,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,15,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,16,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,17,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,18,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,19,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,20,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,21,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,22,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,23,1.0,0.0,1
equipment-joint-central-exact,electric,10,8,9,24,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,1,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,2,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,3,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,4,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,5,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,6,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,7,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,8,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,9,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,10,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,11,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,12,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,13,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,14,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,15,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,16,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,17,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,18,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,19,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,20,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,21,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,22,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,23,1.0,0.0,1
equipment-joint-central-exact,electric,11,9,12,24,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,1,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,2,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,3,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,4,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,5,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,6,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,7,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,8,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,9,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,10,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,11,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,12,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,13,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,14,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,15,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,16,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,17,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,18,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,19,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,20,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,21,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,22,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,23,1.0,0.0,1
equipment-joint-central-exact,electric,12,12,25,24,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,1,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,2,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,3,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,4,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,5,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,6,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,7,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,8,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,9,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,10,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,11,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,12,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,13,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,14,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,15,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,16,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,17,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,18,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,19,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,20,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,21,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,22,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,23,1.0,0.0,1
equipment-joint-central-exact,electric,13,12,10,24,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,1,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,2,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,3,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,4,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,5,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,6,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,7,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,8,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,9,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,10,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,11,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,12,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,13,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,14,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,15,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,16,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,17,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,18,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,19,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,20,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,21,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,22,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,23,1.0,0.0,1
equipment-joint-central-exact,electric,14,10,11,24,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,1,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,2,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,3,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,4,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,5,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,6,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,7,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,8,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,9,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,10,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,11,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,12,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,13,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,14,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,15,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,16,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,17,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,18,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,19,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,20,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,21,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,22,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,23,1.0,0.0,1
equipment-joint-central-exact,electric,15,1,13,24,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,1,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,2,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,3,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,4,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,5,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,6,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,7,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,8,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,9,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,10,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,11,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,12,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,13,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,14,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,15,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,16,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,17,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,18,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,19,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,20,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,21,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,22,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,23,1.0,0.0,1
equipment-joint-central-exact,electric,16,13,14,24,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,1,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,2,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,3,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,4,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,5,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,6,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,7,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,8,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,9,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,10,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,11,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,12,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,13,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,14,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,15,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,16,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,17,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,18,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,19,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,20,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,21,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,22,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,23,1.0,0.0,1
equipment-joint-central-exact,electric,17,14,15,24,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,1,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,2,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,3,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,4,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,5,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,6,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,7,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,8,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,9,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,10,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,11,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,12,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,13,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,14,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,15,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,16,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,17,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,18,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,19,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,20,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,21,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,22,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,23,1.0,0.0,1
equipment-joint-central-exact,electric,18,13,16,24,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,1,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,2,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,3,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,4,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,5,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,6,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,7,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,8,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,9,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,10,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,11,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,12,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,13,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,14,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,15,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,16,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,17,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,18,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,19,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,20,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,21,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,22,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,23,1.0,0.0,1
equipment-joint-central-exact,electric,19,16,17,24,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,1,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,2,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,3,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,4,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,5,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,6,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,7,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,8,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,9,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,10,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,11,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,12,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,13,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,14,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,15,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,16,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,17,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,18,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,19,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,20,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,21,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,22,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,23,1.0,0.0,1
equipment-joint-central-exact,electric,20,17,18,24,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,1,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,2,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,3,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,4,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,5,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,6,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,7,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,8,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,9,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,10,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,11,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,12,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,13,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,14,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,15,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,16,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,17,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,18,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,19,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,20,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,21,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,22,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,23,1.0,0.0,1
equipment-joint-central-exact,electric,21,16,41,24,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,1,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,2,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,3,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,4,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,5,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,6,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,7,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,8,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,9,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,10,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,11,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,12,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,13,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,14,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,15,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,16,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,17,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,18,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,19,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,20,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,21,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,22,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,23,1.0,0.0,1
equipment-joint-central-exact,electric,22,41,42,24,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,1,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,2,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,3,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,4,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,5,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,6,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,7,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,8,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,9,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,10,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,11,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,12,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,13,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,14,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,15,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,16,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,17,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,18,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,19,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,20,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,21,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,22,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,23,1.0,0.0,1
equipment-joint-central-exact,electric,23,41,43,24,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,1,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,2,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,3,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,4,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,5,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,6,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,7,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,8,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,9,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,10,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,11,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,12,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,13,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,14,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,15,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,16,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,17,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,18,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,19,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,20,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,21,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,22,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,23,1.0,0.0,1
equipment-joint-central-exact,electric,24,1,39,24,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,1,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,2,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,3,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,4,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,5,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,6,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,7,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,8,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,9,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,10,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,11,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,12,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,13,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,14,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,15,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,16,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,17,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,18,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,19,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,20,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,21,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,22,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,23,1.0,0.0,1
equipment-joint-central-exact,electric,25,39,40,24,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,1,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,2,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,3,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,4,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,5,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,6,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,7,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,8,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,9,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,10,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,11,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,12,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,13,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,14,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,15,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,16,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,17,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,18,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,19,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,20,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,21,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,22,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,23,1.0,0.0,1
equipment-joint-central-exact,electric,26,39,19,24,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,1,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,2,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,3,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,4,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,5,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,6,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,7,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,8,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,9,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,10,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,11,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,12,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,13,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,14,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,15,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,16,1.0,0.0,1
equipment-joint-central-exact,electric,27,20,23,17,1.0,0.0,1
