method,equation,scope,entity,t,residual,unit,tolerance,pass
joint-mip-central,R9-T5-H-plusin,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-H-plusout,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-loss,model,4,20,3.9898639947466563e-17,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-m-minus,model,4,20,0.0,kg/s,0.0001284494047619048,true
joint-mip-central,R9-T5-H-minusin,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-H-minusout,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-loss,model,4,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-direction,model,5,20,0.0,1,1.0e-6,true
joint-mip-central,R9-T5-integer,model,5,20,0.0,1,1.0e-6,true
joint-mip-central,R9-T5-m-plus,model,5,20,0.0,kg/s,0.0001284494047619048,true
joint-mip-central,R9-T5-H-plusin,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-H-plusout,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-loss,model,5,20,1.734723475976807e-18,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-m-minus,model,5,20,0.0,kg/s,0.0001284494047619048,true
joint-mip-central,R9-T5-H-minusin,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-H-minusout,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-loss,model,5,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-direction,model,6,20,0.0,1,1.0e-6,true
joint-mip-central,R9-T5-integer,model,6,20,0.0,1,1.0e-6,true
joint-mip-central,R9-T5-m-plus,model,6,20,0.0,kg/s,0.0001284494047619048,true
joint-mip-central,R9-T5-H-plusin,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-H-plusout,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-loss,model,6,20,1.734723475976807e-18,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-m-minus,model,6,20,0.0,kg/s,0.0001284494047619048,true
joint-mip-central,R9-T5-H-minusin,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-H-minusout,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-loss,model,6,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-direction,model,7,20,0.0,1,1.0e-6,true
joint-mip-central,R9-T5-integer,model,7,20,0.0,1,1.0e-6,true
joint-mip-central,R9-T5-m-plus,model,7,20,0.0,kg/s,0.0001284494047619048,true
joint-mip-central,R9-T5-H-plusin,model,7,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,7,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-H-plusout,model,7,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-envelope,model,7,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-loss,model,7,20,0.0,MW,7.599999999999999e-5,true
joint-mip-central,R9-T5-m-minus,model,7,20,0.0,kg/s,0.0001284494047619048,true
joint-mip-central,R9-T5-H-minusin,model,7,20,0.0,MW,7.599999999999999e-5,true
