record_id,run_id,scenario,building,t,dt_h,room_K,heat_MW,import_MW,delivered_MW,requested_MW
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,16,1.0,294.15,0.06399999999999864,0.027665884331379828,0.052334115668620174,0.052334115668620174
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,17,1.0,293.3325215442257,0.008197995517191192,0.06559231817012616,0.015657813026024883,0.015657813026024883
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,18,1.0,294.15,0.046349569115484573,0.04119165236226581,0.03880834763773419,0.03880834763773419
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,19,1.0,294.15,0.032999999999999544,0.014750202846418856,0.06524979715358115,0.06524979715358115
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,20,1.0,294.15,0.034499999999999316,0.02655876540993639,0.05344123459006361,0.05344123459006361
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,21,1.0,294.15,0.03599999999999909,0.1392292640813711,0.043992064319521185,0.04399206431952118
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,22,1.0,293.18586280320403,0.013824844473692588,0.11446068756084368,0.04646735717834896,0.046467357178348954
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,23,1.0,292.15,0.009282743935918714,0.12474113526903506,0.05467892446608687,0.05467892446608687
RO,r5-strategic-51e79424-a4a7-4607-8001-577e73c2f109,train_000371,building,24,1.0,293.15,0.05299999999999955,0.11098475270322267,0.055531985784321836,0.055531985784321836
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,1,1.0,292.15,0.01,0.08845992973848726,-0.0018560192123083796,-0.0018560192123083864
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,2,1.0,292.15,0.03149999999999977,0.09901611200648079,-0.01901611200648079,-0.019016112006480793
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,3,1.0,292.15,0.032999999999999544,0.12433642078018994,-0.04433642078018994,-0.04433642078018994
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,4,1.0,292.15,0.034500000000000454,0.09998248110646338,-0.019982481106463376,-0.019982481106463383
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,5,1.0,292.15,0.036000000000000226,0.028128808694971245,0.051871191305028756,0.051871191305028756
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,6,1.0,292.15,0.034500000000000454,0.05964608889160913,0.020353911108390875,0.020353911108390875
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,7,1.0,294.01874741310854,0.07598119050149649,0.07629207314791786,0.0037079268520821412,0.0037079268520821464
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,8,1.0,293.22822891002767,0.017424316668466278,0.053676828686920745,0.026323171313079256,0.026323171313079256
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,9,1.0,293.35,0.03303542179944429,0.08929372391239306,-0.009293723912393054,-0.00929372391239305
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,10,1.0,292.15,0.0,0.08275747575086745,-0.002757475750867447,-0.002757475750867441
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,11,1.0,293.05,0.04169999999999959,0.08226749143379056,-0.0022674914337905555,-0.00226749143379055
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,12,1.0,292.15,0.0,0.04223596046221722,0.03776403953778278,0.03776403953778278
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,13,1.0,292.825,0.03052500000000009,0.07558095319186128,0.0044190468081387185,0.004419046808138718
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,14,1.0,292.15,0.0,0.07494682854888457,0.005053171451115432,0.005053171451115438
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,15,1.0,292.15,0.015,0.11679753653078918,-0.03679753653078918,-0.03679753653078918
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,16,1.0,292.68969174395994,0.030412910111078606,0.08007457777248629,-7.45777724862895e-5,-7.4577772486294e-5
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,17,1.0,294.15,0.05620616512080005,0.07876309975100759,0.0012369002489924091,0.0012369002489924028
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,18,1.0,294.15,0.029999999999998864,0.11039321845523697,-0.030393218455236973,-0.030393218455236966
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,19,1.0,294.15,0.032999999999999544,0.07767243834389767,0.002327561656102331,0.0023275616561023297
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,20,1.0,294.15,0.034499999999999316,0.07983979278974432,0.0001602072102556834,0.00016020721025568812
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,21,1.0,294.15,0.03599999999999909,0.11461583552244212,0.014629836354998316,0.014629836354998305
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,22,1.0,294.15,0.03599999999999909,0.13,-0.042786238728031584,-0.04278623872803159
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,23,1.0,294.15,0.03599999999999909,0.12,-0.002940109990282422,-0.0029401099902824183
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_001897,building,24,1.0,293.15,0.012999999999999545,0.17453218524541314,-0.01441839798048511,-0.01441839798048511
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,1,1.0,292.15,0.01,0.1,-0.013396089473821121,-0.013396089473821116
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,2,1.0,292.15,0.006453160093708563,0.12636509463820128,-0.04636509463820128,-0.046365094638201286
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,3,1.0,292.15,0.032999999999999544,0.13106054053635832,-0.05106054053635832,-0.05106054053635831
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,4,1.0,292.15,0.0,0.1496235579278154,-0.0696235579278154,-0.06962355792781538
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,5,1.0,292.15,0.036000000000000226,0.15079271501303676,-0.07079271501303676,-0.07079271501303674
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,6,1.0,292.15,0.0,0.14995011943816922,-0.06995011943816921,-0.06995011943816921
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,7,1.0,292.15,0.032999999999999544,0.13783078115973113,-0.05783078115973113,-0.057830781159731115
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,8,1.0,292.15,0.03,0.10647477416211015,-0.02647477416211015,-0.026474774162110158
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,9,1.0,292.15,0.027000000000000454,0.1313392602239587,-0.051339260223958696,-0.05133926022395871
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,10,1.0,292.15,0.02399999999999977,0.12472295990180823,-0.04472295990180823,-0.04472295990180824
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,11,1.0,292.15,0.021000000000000227,0.14576367739747903,-0.06576367739747903,-0.06576367739747903
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,12,1.0,292.15,0.017999999999999544,0.1451381506592258,-0.0651381506592258,-0.06513815065922582
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,13,1.0,292.15,0.015,0.12658871852769654,-0.04658871852769654,-0.04658871852769655
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,14,1.0,292.15,0.013500000000000227,0.1094065636279597,-0.029406563627959695,-0.029406563627959695
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,15,1.0,292.15,0.013578585291328604,0.13932466563729035,-0.059324665637290344,-0.05932466563729036
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,16,1.0,292.15,0.017999999999999544,0.0841892034818463,-0.004189203481846301,-0.004189203481846302
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,17,1.0,294.15,0.06699999999999932,0.05575485918974162,0.02424514081025838,0.02424514081025838
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,18,1.0,294.15,0.029999999999998864,0.03680522834521481,0.04319477165478519,0.04319477165478519
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,19,1.0,294.15,0.032999999999999544,0.006364707211965484,0.07363529278803452,0.07363529278803452
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,20,1.0,294.15,0.034499999999999316,0.026284379251486877,0.053715620748513125,0.053715620748513125
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,21,1.0,294.15,0.03599999999999909,0.060640178998990255,0.06860549287845018,0.06860549287845018
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,22,1.0,294.15,0.03599999999999909,0.018513469479189845,0.06870029179277858,0.06870029179277858
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,23,1.0,294.15,0.03599999999999909,0.05763983027459564,0.05942005973512193,0.05942005973512193
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000495,building,24,1.0,293.15,0.012999999999999545,0.10359704877738353,0.0565167384875445,0.05651673848754451
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,1,1.0,294.15,0.05599999999999909,0.01221132470704131,0.07439258581913757,0.07439258581913757
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,2,1.0,294.15,0.03749999999999886,0.011000806220635304,0.0689991937793647,0.0689991937793647
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,3,1.0,294.15,0.03899999999999863,0.027214519847495976,0.052785480152504026,0.052785480152504026
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,4,1.0,294.15,0.04049999999999954,0.003616125711292731,0.07638387428870727,0.07638387428870727
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,5,1.0,294.15,0.041999999999999316,0.020053053367715262,0.05994694663228474,0.05994694663228474
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,6,1.0,294.15,0.04049999999999954,0.020815734547748696,0.059184265452251306,0.059184265452251306
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,7,1.0,294.15,0.03899999999999863,0.0475079554652748,0.0324920445347252,0.0324920445347252
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,8,1.0,294.15,0.03599999999999909,0.022120227041740124,0.05787977295825988,0.05787977295825988
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,9,1.0,294.15,0.032999999999999544,0.015554991029760268,0.06444500897023973,0.06444500897023973
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,10,1.0,294.15,0.029999999999998864,0.07913687499934133,0.0008631250006586738,0.0008631250006586798
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,11,1.0,294.15,0.026999999999999316,0.025191841157216503,0.0548081588427835,0.0548081588427835
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,12,1.0,294.15,0.023999999999998637,0.008673766708279795,0.0713262332917202,0.0713262332917202
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,13,1.0,294.15,0.02099999999999909,0.02074354884987155,0.05925645115012845,0.05925645115012845
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,14,1.0,294.15,0.019499999999999316,0.019912647177523703,0.0600873528224763,0.0600873528224763
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,15,1.0,294.15,0.02099999999999909,0.044856644262276674,0.03514335573772333,0.03514335573772333
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,16,1.0,294.15,0.023999999999998637,0.027665884331379828,0.052334115668620174,0.052334115668620174
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,17,1.0,294.15,0.026999999999999316,0.06434218697397512,0.015657813026024883,0.015657813026024883
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,18,1.0,294.15,0.029999999999998864,0.04119165236226581,0.03880834763773419,0.03880834763773419
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,19,1.0,294.15,0.032999999999999544,0.014750202846418856,0.06524979715358115,0.06524979715358115
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,20,1.0,294.15,0.034499999999999316,0.02655876540993639,0.05344123459006361,0.05344123459006361
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,21,1.0,294.15,0.03599999999999909,0.08525360755791925,0.043992064319521185,0.04399206431952118
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,22,1.0,294.15,0.03599999999999909,0.040746404093619466,0.046467357178348954,0.046467357178348954
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,23,1.0,294.15,0.03599999999999909,0.062380965543630706,0.05467892446608687,0.05467892446608687
DRO,r5-strategic-ec421d3c-a08b-4704-af7e-196e2a419188,train_000371,building,24,1.0,293.15,0.012999999999999545,0.1045818014806062,0.055531985784321836,0.055531985784321836
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,1,1.0,292.15,0.01,0.08845992973848726,-0.0018560192123083796,-0.0018560192123083864
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,2,1.0,292.15,0.03149999999999977,0.09901611200648079,-0.01901611200648079,-0.019016112006480793
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,3,1.0,292.15,0.032999999999999544,0.12433642078018994,-0.04433642078018994,-0.04433642078018994
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,4,1.0,292.15,0.034500000000000454,0.09998248110646338,-0.019982481106463376,-0.019982481106463383
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,5,1.0,292.15,0.036000000000000226,0.028128808694971245,0.051871191305028756,0.051871191305028756
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,6,1.0,292.15,0.034500000000000454,0.05964608889160913,0.020353911108390875,0.020353911108390875
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,7,1.0,294.01874741310826,0.07598119050148966,0.07629207314791786,0.0037079268520821412,0.0037079268520821464
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,8,1.0,293.22822891002784,0.01742431666847427,0.053676828686920745,0.026323171313079256,0.026323171313079256
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,9,1.0,293.35,0.033035421799440884,0.08929372391239306,-0.009293723912393054,-0.00929372391239305
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,10,1.0,292.15,0.0,0.08275747575086745,-0.002757475750867447,-0.002757475750867441
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,11,1.0,293.05,0.04169999999999959,0.08226749143379056,-0.0022674914337905555,-0.00226749143379055
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,12,1.0,292.15,0.0,0.04223596046221722,0.03776403953778278,0.03776403953778278
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,13,1.0,292.825,0.03052500000000009,0.07558095319186128,0.0044190468081387185,0.004419046808138718
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,14,1.0,292.15,0.0,0.07494682854888457,0.005053171451115432,0.005053171451115438
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,15,1.0,292.15,0.015,0.11679753653078918,-0.03679753653078918,-0.03679753653078918
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,16,1.0,292.5634644463149,0.027509682265242644,0.08224733775057971,-7.45777724862895e-5,-7.4577772486294e-5
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,17,1.0,294.15,0.05873071107370054,0.07876309975100759,0.0012369002489924091,0.0012369002489924028
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,18,1.0,294.15,0.029999999999998864,0.11039321845523697,-0.030393218455236973,-0.030393218455236966
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,19,1.0,294.15,0.032999999999999544,0.07767243834389767,0.002327561656102331,0.0023275616561023297
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,20,1.0,294.15,0.034499999999999316,0.07983979278974432,0.0001602072102556834,0.00016020721025568812
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,21,1.0,294.15,0.03599999999999909,0.11461583552244212,0.014629836354998316,0.014629836354998305
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,22,1.0,294.15,0.03599999999999909,0.13,-0.042786238728031584,-0.04278623872803159
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,23,1.0,292.9762361301309,0.009003430993011818,0.12,-0.002940109990282422,-0.0029401099902824183
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_001897,building,24,1.0,293.15,0.036475277397380525,0.11640734078811243,-0.01441839798048511,-0.01441839798048511
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,1,1.0,292.15,0.01,0.1,-0.013396089473821121,-0.013396089473821116
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,2,1.0,292.15,0.006453160093708563,0.12636509463820128,-0.04636509463820128,-0.046365094638201286
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,3,1.0,292.15,0.032999999999999544,0.13106054053635832,-0.05106054053635832,-0.05106054053635831
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,4,1.0,292.15,0.0,0.1496235579278154,-0.0696235579278154,-0.06962355792781538
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,5,1.0,292.15,0.036000000000000226,0.15079271501303676,-0.07079271501303676,-0.07079271501303674
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,6,1.0,292.15,0.0,0.14995011943816922,-0.06995011943816921,-0.06995011943816921
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,7,1.0,292.15,0.032999999999999544,0.13783078115973113,-0.05783078115973113,-0.057830781159731115
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,8,1.0,292.15,0.03,0.10647477416211015,-0.02647477416211015,-0.026474774162110158
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,9,1.0,292.15,0.027000000000000454,0.1313392602239587,-0.051339260223958696,-0.05133926022395871
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,10,1.0,292.15,0.02399999999999977,0.12472295990180823,-0.04472295990180823,-0.04472295990180824
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,11,1.0,292.15,0.021000000000000227,0.14576367739747903,-0.06576367739747903,-0.06576367739747903
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,12,1.0,292.15,0.017999999999999544,0.1451381506592258,-0.0651381506592258,-0.06513815065922582
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,13,1.0,292.15,0.015,0.12658871852769654,-0.04658871852769654,-0.04658871852769655
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,14,1.0,292.15,0.013500000000000227,0.1094065636279597,-0.029406563627959695,-0.029406563627959695
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,15,1.0,292.15,0.004868901753821264,0.13932466563729035,-0.059324665637290344,-0.05932466563729036
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,16,1.0,292.15,0.017999999999999544,0.08636196345993973,-0.004189203481846301,-0.004189203481846302
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,17,1.0,294.15,0.06700000000000045,0.05575485918974162,0.02424514081025838,0.02424514081025838
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,18,1.0,294.15,0.029999999999997726,0.03680522834521481,0.04319477165478519,0.04319477165478519
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,19,1.0,294.15,0.032999999999999544,0.006364707211965484,0.07363529278803452,0.07363529278803452
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,20,1.0,294.15,0.034499999999999316,0.026284379251486877,0.053715620748513125,0.053715620748513125
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,21,1.0,294.15,0.03599999999999909,0.060640178998990255,0.06860549287845018,0.06860549287845018
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,22,1.0,294.15,0.03599999999999909,0.018513469479189845,0.06870029179277858,0.06870029179277858
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,23,1.0,294.15,0.03599999999999909,0.05763983027459564,0.05942005973512193,0.05942005973512193
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000495,building,24,1.0,293.15,0.012999999999999545,0.045472204320082824,0.0565167384875445,0.05651673848754451
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,1,1.0,294.15,0.05599999999999909,0.01221132470704131,0.07439258581913757,0.07439258581913757
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,2,1.0,294.15,0.03749999999999886,0.011000806220635304,0.0689991937793647,0.0689991937793647
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,3,1.0,294.15,0.03899999999999863,0.027214519847495976,0.052785480152504026,0.052785480152504026
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,4,1.0,294.15,0.04049999999999954,0.003616125711292731,0.07638387428870727,0.07638387428870727
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,5,1.0,294.15,0.041999999999999316,0.020053053367715262,0.05994694663228474,0.05994694663228474
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,6,1.0,294.15,0.04049999999999954,0.020815734547748696,0.059184265452251306,0.059184265452251306
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,7,1.0,294.15,0.03899999999999863,0.0475079554652748,0.0324920445347252,0.0324920445347252
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,8,1.0,294.15,0.03599999999999909,0.022120227041740124,0.05787977295825988,0.05787977295825988
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,9,1.0,294.15,0.032999999999999544,0.015554991029760268,0.06444500897023973,0.06444500897023973
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,10,1.0,294.15,0.029999999999998864,0.07913687499934133,0.0008631250006586738,0.0008631250006586798
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,11,1.0,294.15,0.026999999999999316,0.025191841157216503,0.0548081588427835,0.0548081588427835
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,12,1.0,294.15,0.023999999999998637,0.008673766708279795,0.0713262332917202,0.0713262332917202
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,13,1.0,294.15,0.02099999999999909,0.02074354884987155,0.05925645115012845,0.05925645115012845
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,14,1.0,294.15,0.019499999999999316,0.019912647177523703,0.0600873528224763,0.0600873528224763
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,15,1.0,294.15,0.02099999999999909,0.044856644262276674,0.03514335573772333,0.03514335573772333
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,16,1.0,294.15,0.023999999999998637,0.02983864430947325,0.052334115668620174,0.052334115668620174
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,17,1.0,294.15,0.026999999999999316,0.06434218697397512,0.015657813026024883,0.015657813026024883
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,18,1.0,294.15,0.029999999999998864,0.04119165236226581,0.03880834763773419,0.03880834763773419
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,19,1.0,294.15,0.032999999999999544,0.014750202846418856,0.06524979715358115,0.06524979715358115
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,20,1.0,294.15,0.034499999999999316,0.02655876540993639,0.05344123459006361,0.05344123459006361
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,21,1.0,294.15,0.03599999999999909,0.08525360755791925,0.043992064319521185,0.04399206431952118
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,22,1.0,294.15,0.03599999999999909,0.040746404093619466,0.046467357178348954,0.046467357178348954
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,23,1.0,294.10876217867025,0.0350515301094163,0.062380965543630706,0.05467892446608687,0.05467892446608687
CCP,r5-strategic-17b93155-77ea-49e5-9523-6946727556f0,train_000371,building,24,1.0,293.15,0.01382475642659342,0.04645695702330549,0.055531985784321836,0.055531985784321836
DRJCC,r5-strategic-67fab578-c396-41a9-90af-77590ce3979a,train_001897,building,1,1.0,292.15,0.01,0.08845992973848726,-0.0018560192123083796,-0.0018560192123083864
DRJCC,r5-strategic-67fab578-c396-41a9-90af-77590ce3979a,train_001897,building,2,1.0,292.15,0.03149999999999977,0.09901611200648079,-0.01901611200648079,-0.019016112006480793
DRJCC,r5-strategic-67fab578-c396-41a9-90af-77590ce3979a,train_001897,building,3,1.0,292.15,0.032999999999999544,0.12433642078018994,-0.04433642078018994,-0.04433642078018994
DRJCC,r5-strategic-67fab578-c396-41a9-90af-77590ce3979a,train_001897,building,4,1.0,292.15,0.034500000000000454,0.09998248110646338,-0.019982481106463376,-0.019982481106463383
