run_id,parent,band,stage,kind,entity,t,lower_kg_s,upper_kg_s,gap_kg_s,materially_empty,H_in_MW,H_out_MW,supply_loss_MW,return_loss_MW,old_mass_kg_s
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,6,2,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,1,2,0.4570935837412639,1.3712879282572845,0.0,false,0.11463937080230897,NaN,NaN,NaN,1.1742838469065635
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,1,2,0.0,3.5885167464114835e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,2,2,0.4281378558602767,1.2844207446143228,0.0,false,0.10737727424975738,NaN,NaN,NaN,1.1008509734663439
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,2,2,0.7638043393661921,1.5276158557658772,0.0,false,0.12770838554202732,NaN,NaN,NaN,1.3531309403043754
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,3,2,0.7177021179086872,2.1531135307595544,0.0,false,0.17999999117149873,NaN,NaN,NaN,1.7857984039498112
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,3,2,1.6190666428121103,3.2381404626577135,0.0,false,0.27070824267818483,NaN,NaN,NaN,2.707802284018343
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,1,3,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,2,3,0.41181393056524696,1.2139178682507645,0.0,false,0.10328323378576391,0.10148323378576392,0.00126,0.00054,1.163777263153542
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,3,3,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,4,3,0.01506818181818182,3.5885167464114835e-6,0.015064593301435409,true,0.0018,0.0,0.00126,0.00054,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,5,3,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,6,3,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,1,3,0.0,3.5885167464114835e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,1,3,0.0,3.5885167464114835e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,2,3,0.8443272092844226,2.532988804886761,0.0,false,0.21175756408853316,NaN,NaN,NaN,2.279781446133854
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,2,3,0.6380025735811311,1.276012324195755,0.0,false,0.10667433030276512,NaN,NaN,NaN,1.1160041829803122
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,3,3,0.459293117242121,1.3778865287598556,0.0,false,0.11519101380432394,NaN,NaN,NaN,1.0903221704263715
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,3,3,1.2958967872809375,2.5918007515953683,0.0,false,0.21667424283337275,NaN,NaN,NaN,2.2540994335799134
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,1,4,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,2,4,0.7698880428645614,2.288140205148708,0.0,false,0.19308822115043198,0.19128822115043198,0.00126,0.00054,2.0857569891031007
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,3,4,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,4,4,0.01506818181818182,3.5885167464114835e-6,0.015064593301435409,true,0.0018,0.0,0.00126,0.00054,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,5,4,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,pipe,6,4,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,1,4,0.0,3.5885167464114835e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,1,4,0.0,3.5885167464114835e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,2,4,1.1961709771628628,3.5885201085220815,0.0,false,0.29999998107244596,NaN,NaN,NaN,3.263562779944311
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,2,4,0.6286570569498431,1.2573212909331788,0.0,false,0.10511175992201374,NaN,NaN,NaN,1.1778057908412105
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,source,3,4,0.09498927232369349,0.2849749940045733,0.0,false,0.023823609498782327,NaN,NaN,NaN,0.18750790711929444
open--fixed--socp--reference10--free_envelope,open--fixed--socp,reference10,free_envelope,load,3,4,1.2865521883522917,2.573111553738076,0.0,false,0.21511182589250316,NaN,NaN,NaN,2.273264896222395
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,1,1,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,2,1,2.076812818271185,2.076815018271185,0.0,false,0.19308802627426364,0.19128802627426364,0.00126,0.00054,2.076813918271185
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,3,1,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,4,1,0.00753409090909091,1.1e-6,0.00753299090909091,true,0.0018,0.0,0.00126,0.00054,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,5,1,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,6,1,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,1,1,0.0,1.1e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,1,1,0.0,1.1e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,2,1,3.257668515767518,3.2576707157675178,0.0,false,0.29999998738174904,NaN,NaN,NaN,3.257669615767518
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,2,1,1.1808545974963331,1.180856797496333,0.0,false,0.10511196110748457,NaN,NaN,NaN,1.1808556974963331
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,3,1,0.19360819627266188,0.19361039627266188,0.0,false,0.023824051793987527,NaN,NaN,NaN,0.19360929627266188
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,3,1,2.270422114543847,2.2704243145438467,0.0,false,0.21511207331154214,NaN,NaN,NaN,2.2704232145438468
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,1,2,1.1742827469065635,1.1742849469065635,0.0,false,0.11463936906573295,0.11283936906573296,0.00126,0.00054,1.1742838469065635
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,2,2,0.9220027800685321,0.922004980068532,0.0,false,0.0925082562633965,0.0907082562633965,0.00126,0.00054,0.9220038800685321
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,3,2,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,4,2,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,5,2,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,6,2,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,1,2,1.1742827469065635,1.1742849469065635,0.0,false,0.11463937080230897,NaN,NaN,NaN,1.1742838469065635
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,1,2,0.0,1.1e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,2,2,1.1008498734663439,1.1008520734663438,0.0,false,0.10737727424975738,NaN,NaN,NaN,1.1008509734663439
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,2,2,1.3531298403043754,1.3531320403043754,0.0,false,0.12770838554202732,NaN,NaN,NaN,1.3531309403043754
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,3,2,1.7857973039498112,1.7857995039498111,0.0,false,0.17999999117149873,NaN,NaN,NaN,1.7857984039498112
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,3,2,2.707801184018343,2.707803384018343,0.0,false,0.27070824267818483,NaN,NaN,NaN,2.707802284018343
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,1,3,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,2,3,1.163776163153542,1.1637783631535419,0.0,false,0.10328323378576391,0.10148323378576392,0.00126,0.00054,1.163777263153542
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,3,3,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,4,3,0.00753409090909091,1.1e-6,0.00753299090909091,true,0.0018,0.0,0.00126,0.00054,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,5,3,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,6,3,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,1,3,0.0,1.1e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,1,3,0.0,1.1e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,2,3,2.279780346133854,2.279782546133854,0.0,false,0.21175756408853316,NaN,NaN,NaN,2.279781446133854
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,2,3,1.1160030829803123,1.1160052829803122,0.0,false,0.10667433030276512,NaN,NaN,NaN,1.1160041829803122
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,3,3,1.0903210704263715,1.0903232704263714,0.0,false,0.11519101380432394,NaN,NaN,NaN,1.0903221704263715
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,3,3,2.2540983335799134,2.2541005335799134,0.0,false,0.21667424283337275,NaN,NaN,NaN,2.2540994335799134
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,1,4,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,2,4,2.0857558891031007,2.0857580891031007,0.0,false,0.19308822115043198,0.19128822115043198,0.00126,0.00054,2.0857569891031007
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,3,4,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,4,4,0.00753409090909091,1.1e-6,0.00753299090909091,true,0.0018,0.0,0.00126,0.00054,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,5,4,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,pipe,6,4,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,1,4,0.0,1.1e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,1,4,0.0,1.1e-6,0.0,false,0.0,NaN,NaN,NaN,0.0
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,2,4,3.2635616799443112,3.263563879944311,0.0,false,0.29999998107244596,NaN,NaN,NaN,3.263562779944311
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,2,4,1.1778046908412105,1.1778068908412105,0.0,false,0.10511175992201374,NaN,NaN,NaN,1.1778057908412105
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,source,3,4,0.18750680711929443,0.18750900711929444,0.0,false,0.023823609498782327,NaN,NaN,NaN,0.18750790711929444
open--fixed--socp--reference20--fixed_envelope,open--fixed--socp,reference20,fixed_envelope,load,3,4,2.273263796222395,2.273265996222395,0.0,false,0.21511182589250316,NaN,NaN,NaN,2.273264896222395
open--fixed--socp--reference20--free_envelope,open--fixed--socp,reference20,free_envelope,pipe,1,1,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--free_envelope,open--fixed--socp,reference20,free_envelope,pipe,2,1,0.5774154493847596,10.0,0.0,false,0.19308802627426364,0.19128802627426364,0.00126,0.00054,2.076813918271185
open--fixed--socp--reference20--free_envelope,open--fixed--socp,reference20,free_envelope,pipe,3,1,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
open--fixed--socp--reference20--free_envelope,open--fixed--socp,reference20,free_envelope,pipe,4,1,0.00753409090909091,10.0,0.0,false,0.0018,0.0,0.00126,0.00054,0.0
open--fixed--socp--reference20--free_envelope,open--fixed--socp,reference20,free_envelope,pipe,5,1,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
